ID,Income
A00617,25890
A00618,21663
A00619,7971
A00620,17389
A00621,55504
A00622,4598
A00623,47735
A00624,30329
A00625,51263
A00626,58034
A00627,35618
A00628,44977
A00629,12846
A00630,28166
A00631,33487
A00632,10815
A00633,47489
A00634,24369
A00635,8631
A00636,17386
A00637,18432
A00638,41133
A00639,41231
A00640,61003
A00641,48507
A00642,49023
A00643,34538
A00644,21482
A00645,35544
A00646,41204
A00647,62888
A00648,16315
A00649,16440
A00650,16119
A00651,2282
A00652,11483
A00653,192107
A00654,18579
A00655,6958
A00656,17271
A00657,15783
A00658,9619
A00659,26212
A00660,32916
A00661,16686
A00662,9077
A00663,12514
A00664,14428
A00665,27491
A00666,16343
A00667,2228
A00668,27409
A00669,18791
A00670,3140
A00671,25726
A00672,38011
A00673,14955
A00674,39462
A00675,41104
A00676,22980
A00677,28557
A00678,15507
A00679,19778
A00680,24939
A00681,14861
A00682,62314
A00683,42965
A00684,35997
A00685,56062
A00686,22825
A00687,2232
A00688,17113
A00689,12369
A00690,14453
A00691,9614
A00692,9079
A00693,12357
A00694,10568
A00695,3681
A00696,40701
A00697,23690
A00698,27811
A00699,19441
A00700,22559
A00701,71311
A00702,7259
A00703,25447
A00704,2826
A00705,22851
A00706,57104
A00707,40585
A00708,36595
A00709,1680
A00710,26656
A00711,11757
A00712,16426
A00713,4727
A00714,23136
A00715,29284
A00716,20817
A00717,26165
A00718,23080
A00719,8972
A00720,14583
A00721,28518
A00722,17506
A00723,41082
A00724,2991
A00725,34344
A00726,4822
A00727,15977
A00728,9740
A00729,9501
A00730,4246
A00731,26753
A00732,10937
A00733,108301
A00734,34720
A00735,24653
A00736,2179
A00737,96322
A00738,26577
A00739,46786
A00740,27006
A00741,9527
A00742,54147
A00743,8904
A00744,35855
A00745,29837
A00746,28445
A00747,2405
A00748,6039
A00749,7627
A00750,27918
A00751,15809
A00752,41079
A00753,31808
A00754,25300
A00755,69576
A00756,1572
A00757,3915
A00758,15402
A00759,13370
A00760,12920
A00761,25275
A00762,23510
A00763,8970
A00764,19017
A00765,21680
A00766,26952
A00767,23765
A00768,42249
A00769,35552
A00770,14415
A00771,23200
A00772,14714
A00773,12078
A00774,30678
A00775,52964
A00776,6435
A00777,13590
A00778,52376
A00779,32085
A00780,28673
A00781,7460
A00782,4527
A00783,240
A00784,15584
A00785,54519
A00786,49019
A00787,61461
A00788,41951
A00789,45864
A00790,33350
A00791,19449
A00792,52979
A00793,20323
A00794,20095
A00795,118
A00796,50159
A00797,21584
A00798,4371
A00799,133879
A00800,11373
A00801,1933
A00802,125285
A00803,10499
A00804,25233
A00805,26319
A00806,52786
A00807,22738
A00808,36071
A00809,37289
A00810,27722
A00811,112504
A00812,16372
A00813,36356
A00814,84457
A00815,49819
A00816,69080
A00817,2647
A00818,1500
A00819,23130
A00820,30327
A00821,107385
A00822,25683
A00823,17654
A00824,3466
A00825,22402
A00826,46632
A00827,15667
A00828,22744
A00829,57969
A00830,1967
A00831,9397
A00832,6646
A00833,24277
A00834,61963
A00835,1565
A00836,15400
A00837,2333
A00838,39270
A00839,44459
A00840,45562
A00841,26974
A00842,53748
A00843,14976
A00844,20854
A00845,18060
A00846,7202
A00847,799
A00848,52819
A00849,8050
A00850,36452
A00851,52702
A00852,14561
A00853,11374
A00854,66828
A00855,43030
A00856,2513
A00857,31005
A00858,40945
A00859,22098
A00860,33982
A00861,8845
A00862,13857
A00863,98
A00864,136
A00865,26716
A00866,17718
A00867,11314
A00868,80873
A00869,125471
A00870,33048
A00871,16735
A00872,1046
A00873,11001
A00874,47286
A00875,40637
A00876,4247
A00877,6963
A00878,55332
A00879,16490
A00880,15469
A00881,12605
A00882,13441
A00883,5593
A00884,29592
A00885,82473
A00886,21400
A00887,28437
A00888,500
A00889,11803
A00890,38582
A00891,33547
A00892,15920
A00893,36747
A00894,9671
A00895,62276
A00896,34132
A00897,24667
A00898,31350
A00899,13053
A00900,2088
A00901,634
A00902,7226
A00903,16011
A00904,42135
A00905,21603
A00906,137831
A00907,33791
A00908,31346
A00909,1007
A00910,45611
A00911,12211
A00912,6205
A00913,27309
A00914,51268
A00915,17700
A00916,4765
A00917,10892
A00918,11225
A00919,17995
A00920,6519
A00921,15130
A00922,25205
A00923,7630
A00924,14765
A00925,11297
A00926,2710
A00927,18738
A00928,56554
A00929,19302
A00930,63888
A00931,13278
A00932,9146
A00933,4360
A00934,23057
A00935,35759
A00936,20097
A00937,86
A00938,20787
A00939,5561
A00940,15192
A00941,348
A00942,10899
A00943,33019
A00944,1439
A00945,34743
A00946,51960
A00947,72237
A00948,932
A00949,34044
A00950,20433
A00951,14444
A00952,12188
A00953,20013
A00954,23409
A00955,41181
A00956,41927
A00957,20890
A00958,3165
A00959,9091
A00960,1819
A00961,24763
A00962,1795
A00963,26095
A00964,77338
A00965,95337
A00966,85840
A00967,52203
A00968,2847
A00969,37565
A00970,54487
A00971,29386
A00972,67990
A00973,46014
A00974,28044
A00975,5438
A00976,1773
A00977,12019
A00978,31431
A00979,6821
A00980,38966
A00981,227
A00982,63629
A00983,4070
A00984,29597
A00985,45705
A00986,1655
A00987,23200
A00988,27262
A00989,23989
A00990,45572
A00991,39977
A00992,15308
A00993,24755
A00994,19206
A00995,20202
A00996,35189
A00997,24177
A00998,18780
A00999,118351
A01000,19190
A01001,18162
A01002,16000
A01003,14431
A01004,2116
A01005,8330
A01006,15725
A01007,1137
A01008,20255
A01009,162417
A01010,17289
A01011,36480
A01012,51070
A01013,49222
A01014,26721
A01015,20706
A01016,7003
A01017,18777
A01018,1942
A01019,75195
A01020,7406
A01021,51143
A01022,20149
A01023,29360
A01024,29443
A01025,36903
A01026,21998
A01027,27010
A01028,19210
A01029,8303
A01030,921
A01031,35501
A01032,27304
A01033,22210
A01034,25465
A01035,25253
A01036,9300
A01037,2025
A01038,73054
A01039,17268
A01040,11809
A01041,40104
A01042,76040
A01043,33136
A01044,9979
A01045,21836
A01046,58750
A01047,16183
A01048,73243
A01049,82626
A01050,21898
A01051,12967
A01052,57318
A01053,29058
A01054,30439
A01055,3240
A01056,27698
A01057,30619
A01058,78164
A01059,76908
A01060,27763
A01061,10214
A01062,38576
A01063,17138
A01064,48053
A01065,53134
A01066,56433
A01067,22448
A01068,42536
A01069,30380
A01070,3672
A01071,11867
A01072,5161
A01073,98741
A01074,4328
A01075,8802
A01076,32622
A01077,39979
A01078,46725
A01079,15049
A01080,13071
A01081,92362
A01082,38032
A01083,25810
A01084,23570
A01085,29393
A01086,7679
A01087,8504
A01088,12322
A01089,4946
A01090,4555
A01091,29233
A01092,22656
A01093,18962
A01094,5008
A01095,4747
A01096,80073
A01097,34127
A01098,22900
A01099,5949
A01100,25257
A01101,16077
A01102,33285
A01103,486
A01104,12062
A01105,7374
A01106,28823
A01107,144514
A01108,36020
A01109,16128
A01110,62269
A01111,27504
A01112,31048
A01113,20990
A01114,9364
A01115,72935
A01116,15092
A01117,57019
A01118,33321
A01119,6689
A01120,23382
A01121,36597
A01122,101463
A01123,36555
A01124,13518
A01125,25963
A01126,2137
A01127,13944
A01128,24022
A01129,23205
A01130,9027
A01131,31769
A01132,31823
A01133,11370
A01134,83968
A01135,4851
A01136,3637
A01137,72827
A01138,51458
A01139,24750
A01140,42298
A01141,35376
A01142,16364
A01143,6719
A01144,9139
A01145,46585
A01146,5364
A01147,6067
A01148,15369
A01149,16025
A01150,27829
A01151,23402
A01152,2783
A01153,19654
A01154,6218
A01155,57593
A01156,20109
A01157,2299
A01158,23183
A01159,50180
A01160,31100
A01161,9585
A01162,36047
A01163,5457
A01164,12801
A01165,1838
A01166,16985
A01167,23223
A01168,3108
A01169,7904
A01170,17438
A01171,9141
A01172,23425
A01173,32979
A01174,5677
A01175,8007
A01176,14916
A01177,20210
A01178,20858
A01179,62866
A01180,561
A01181,50724
A01182,10406
A01183,18824
A01184,4453
A01185,68925
A01186,18246
A01187,39416
A01188,1373
A01189,10946
A01190,48396
A01191,41060
A01192,5627
A01193,7154
A01194,23955
A01195,45511
A01196,5596
A01197,25694
A01198,30453
A01199,35177
A01200,16600
A01201,49373
A01202,44975
A01203,52772
A01204,26705
A01205,70376
A01206,33429
A01207,24157
A01208,29798
A01209,16035
A01210,39827
A01211,3078
A01212,7420
A01213,14861
A01214,6536
A01215,23634
A01216,9093
A01217,1890
A01218,654
A01219,869
A01220,12895
A01221,12087
A01222,9132
A01223,74493
A01224,12536
A01225,4151
A01226,4391
A01227,49137
A01228,30804
A01229,36805
A01230,218768
A01231,5815
A01232,67751
A01233,26746
A01234,22104
A01235,33770
A01236,27827
A01237,34466
A01238,12983
A01239,41966
A01240,68274
A01241,9716
A01242,33621
A01243,31141
A01244,53180
A01245,9462
A01246,28647
A01247,101609
A01248,61143
A01249,4472
A01250,52000
A01251,7064
A01252,22359
A01253,30423
A01254,7392
A01255,38360
A01256,7541
A01257,53721
A01258,5627
A01259,18413
A01260,3791
A01261,840
A01262,520
A01263,4402
A01264,11262
A01265,4747
A01266,5631
A01267,9641
A01268,145076
A01269,41401
A01270,28290
A01271,39359
A01272,17466
A01273,58225
A01274,33080
A01275,10443
A01276,24285
A01277,45888
A01278,5584
A01279,3863
A01280,97964
A01281,95034
A01282,3170
A01283,9440
A01284,41777
A01285,22492
A01286,41781
A01287,54822
A01288,14106
A01289,49626
A01290,14501
A01291,56255
A01292,5448
A01293,48814
A01294,29883
A01295,25831
A01296,31078
A01297,11040
A01298,9745
A01299,15429
A01300,74941
A01301,27841
A01302,6975
A01303,33699
A01304,10765
A01305,43387
A01306,26278
A01307,20745
A01308,60542
A01309,26545
A01310,69342
A01311,6089
A01312,26075
A01313,60449
A01314,20490
A01315,26756
A01316,223920
A01317,43301
A01318,19283
A01319,30193
A01320,8171
A01321,4104
A01322,33507
A01323,27733
A01324,32572
A01325,49669
A01326,46304
A01327,88223
A01328,5112
A01329,56706
A01330,42733
A01331,1403
A01332,28004
A01333,17474
A01334,61866
A01335,15338
A01336,6162
A01337,70273
A01338,17265
A01339,35009
A01340,28217
A01341,21245
A01342,41667
A01343,31129
A01344,41565
A01345,21809
A01346,59823
A01347,56511
A01348,24563
A01349,22511
A01350,13840
A01351,89840
A01352,14243
A01353,22646
A01354,732
A01355,3089
A01356,11346
A01357,4506
A01358,93990
A01359,11914
A01360,2832
A01361,10151
A01362,17830
A01363,86226
A01364,2539
A01365,32531
A01366,34987
A01367,58458
A01368,32005
A01369,15750
A01370,37451
A01371,4507
A01372,21811
A01373,4310
A01374,4262
A01375,36787
A01376,33537
A01377,17322
A01378,32351
A01379,6041
A01380,30495
A01381,49409
A01382,44873
A01383,16059
A01384,21392
A01385,25724
A01386,32083
A01387,50987
A01388,29368
A01389,20704
A01390,28094
A01391,54377
A01392,8511
A01393,34010
A01394,11417
A01395,26693
A01396,105923
A01397,12485
A01398,72146
A01399,23874
A01400,13459
A01401,32243
A01402,62250
A01403,13624
A01404,71849
A01405,24294
A01406,3551
A01407,47189
A01408,5663
A01409,34640
A01410,36104
A01411,8386
A01412,39414
A01413,6625
A01414,7983
A01415,29736
A01416,32488
A01417,37276
A01418,20928
A01419,37236
A01420,29131
A01421,2655
A01422,9194
A01423,1184
A01424,73632
A01425,3755
A01426,52966
A01427,20282
A01428,20634
A01429,18940
A01430,40782
A01431,32242
A01432,49162
A01433,43905
A01434,2492
A01435,3399
A01436,14596
A01437,18202
A01438,14311
A01439,1451
A01440,11215
A01441,36783
A01442,5100
A01443,20718
A01444,15342
A01445,128427
A01446,19481
A01447,29889
A01448,44275
A01449,40882
A01450,8652
A01451,1091
A01452,9959
A01453,7230
A01454,15976
A01455,18900
A01456,19312
A01457,9674
A01458,12459
A01459,419
A01460,59554
A01461,47816
A01462,27231
A01463,6506
A01464,2311
A01465,221
A01466,36495
A01467,55646
A01468,16431
A01469,28097
A01470,14531
A01471,82306
A01472,17022
A01473,48968
A01474,31088
A01475,146867
A01476,28598
A01477,27304
A01478,4246
A01479,41364
A01480,24404
A01481,42348
A01482,100559
A01483,5046
A01484,1476
A01485,30894
A01486,3491
A01487,91024
A01488,16603
A01489,73161
A01490,5935
A01491,8628
A01492,209
A01493,36685
A01494,35623
A01495,25628
A01496,21435
A01497,15505
A01498,22117
A01499,7068
A01500,72078
A01501,2550
A01502,2959
A01503,33776
A01504,3014
A01505,115975
A01506,34696
A01507,20554
A01508,78666
A01509,23276
A01510,56085
A01511,33128
A01512,8200
A01513,42726
A01514,13043
A01515,35001
A01516,73497
A01517,6451
A01518,21899
A01519,38782
A01520,33358
A01521,71972
A01522,32717
A01523,12067
A01524,27937
A01525,3458
A01526,960
A01527,30967
A01528,9503
A01529,25088
A01530,17356
A01531,5869
A01532,29365
A01533,35946
A01534,24062
A01535,24380
A01536,80635
A01537,14293
A01538,8698
A01539,96440
A01540,55423
A01541,2766
A01542,502
A01543,30228
A01544,21887
A01545,45747
A01546,6675
A01547,27261
A01548,6395
A01549,17683
A01550,59683
A01551,15050
A01552,46148
A01553,23299
A01554,4115
A01555,18670
A01556,36001
A01557,39084
A01558,89893
A01559,7207
A01560,23686
A01561,17824
A01562,45649
A01563,15553
A01564,47416
A01565,30637
A01566,20692
A01567,13571
A01568,28692
A01569,7253
A01570,50351
A01571,15936
A01572,7038
A01573,28469
A01574,786
A01575,32943
A01576,18869
A01577,21841
A01578,18838
A01579,68521
A01580,6209
A01581,17511
A01582,18784
A01583,26048
A01584,97647
A01585,18556
A01586,51177
A01587,6391
A01588,7768
A01589,2533
A01590,44719
A01591,7760
A01592,38148
A01593,40478
A01594,29299
A01595,13465
A01596,84718
A01597,20413
A01598,9153
A01599,13133
A01600,40299
A01601,9410
A01602,5810
A01603,1794
A01604,35141
A01605,11192
A01606,13036
A01607,26812
A01608,8840
A01609,77816
A01610,5214
A01611,9384
A01612,17696
A01613,31102
A01614,14364
A01615,39774
A01616,5405
A01617,35066
A01618,534
A01619,9717
A01620,36126
A01621,38119
A01622,17416
A01623,14859
A01624,47615
A01625,6332
A01626,7775
A01627,7200
A01628,148016
A01629,47524
A01630,5377
A01631,91318
A01632,1452
A01633,56066
A01634,35601
A01635,23488
A01636,35707
A01637,87195
A01638,83764
A01639,16944
A01640,14829
A01641,57244
A01642,30657
A01643,22466
A01644,18635
A01645,6833
A01646,34726
A01647,23740
A01648,9041
A01649,21436
A01650,14445
A01651,4253
A01652,18041
A01653,54802
A01654,4554
A01655,82806
A01656,10532
A01657,19954
A01658,11646
A01659,39210
A01660,14259
A01661,1658
A01662,34671
A01663,31616
A01664,5017
A01665,13157
A01666,18927
A01667,60090
A01668,25299
A01669,24137
A01670,41428
A01671,20740
A01672,44030
A01673,11768
A01674,967
A01675,44497
A01676,7811
A01677,13821
A01678,89139
A01679,9303
A01680,13307
A01681,21104
A01682,3899
A01683,14503
A01684,25363
A01685,30102
A01686,13885
A01687,17421
A01688,8482
A01689,6460
A01690,15396
A01691,42066
A01692,16147
A01693,10376
A01694,33433
A01695,2997
A01696,9587
A01697,9589
A01698,32324
A01699,47533
A01700,52803
A01701,22720
A01702,11753
A01703,73788
A01704,35797
A01705,39951
A01706,2110
A01707,27386
A01708,12633
A01709,6209
A01710,35134
A01711,41325
A01712,21953
A01713,741
A01714,88507
A01715,13391
A01716,24466
A01717,79665
A01718,92598
A01719,21276
A01720,15063
A01721,166555
A01722,82
A01723,87536
A01724,52003
A01725,40881
A01726,29658
A01727,28390
A01728,118
A01729,26493
A01730,21770
A01731,13344
A01732,54382
A01733,22684
A01734,13121
A01735,6931
A01736,44438
A01737,63910
A01738,28480
A01739,14575
A01740,25325
A01741,76745
A01742,45349
A01743,15426
A01744,17136
A01745,31866
A01746,1247
A01747,38654
A01748,11551
A01749,16825
A01750,28127
A01751,16110
A01752,107420
A01753,8943
A01754,14763
A01755,6727
A01756,32949
A01757,16503
A01758,6787
A01759,32988
A01760,69799
A01761,21396
A01762,18213
A01763,48961
A01764,28352
A01765,65014
A01766,42900
A01767,15708
A01768,71075
A01769,11561
A01770,10424
A01771,43274
A01772,26870
A01773,17588
A01774,12150
A01775,41110
A01776,37648
A01777,76245
A01778,67920
A01779,28783
A01780,13996
A01781,3527
A01782,31346
A01783,17041
A01784,50952
A01785,3358
A01786,2723
A01787,2827
A01788,23361
A01789,37650
A01790,33570
A01791,6139
A01792,82390
A01793,19555
A01794,74
A01795,7064
A01796,4627
A01797,8203
A01798,29880
A01799,15512
A01800,16660
A01801,51582
A01802,73860
A01803,35693
A01804,42189
A01805,22206
A01806,12945
A01807,6874
A01808,25443
A01809,1218
A01810,5076
A01811,2917
A01812,8446
A01813,2671
A01814,18841
A01815,27009
A01816,46710
A01817,16034
A01818,38361
A01819,7111
A01820,50631
A01821,48193
A01822,20429
A01823,1913
A01824,19874
A01825,65010
A01826,14561
A01827,5799
A01828,19515
A01829,41248
A01830,36542
A01831,2066
A01832,3711
A01833,7324
A01834,57817
A01835,9858
A01836,18689
A01837,8149
A01838,52990
A01839,23703
A01840,12376
A01841,5998
A01842,7635
A01843,25002
A01844,639
A01845,42416
A01846,22451
A01847,13711
A01848,11596
A01849,1044
A01850,29588
A01851,32532
A01852,47579
A01853,12973
A01854,19682
A01855,1832
A01856,315
A01857,13993
A01858,16486
A01859,91117
A01860,30322
A01861,12021
A01862,18672
A01863,66394
A01864,16861
A01865,23302
A01866,63737
A01867,9997
A01868,16896
A01869,21455
A01870,21367
A01871,27569
A01872,26955
A01873,98906
A01874,17315
A01875,59500
A01876,12387
A01877,30939
A01878,6266
A01879,3450
A01880,39994
A01881,19662
A01882,57822
A01883,6754
A01884,35506
A01885,13233
A01886,31148
A01887,31970
A01888,53245
A01889,14135
A01890,30233
A01891,34793
A01892,91245
A01893,59632
A01894,124976
A01895,4886
A01896,19855
A01897,19099
A01898,73354
A01899,49612
A01900,6517
A01901,8949
A01902,23506
A01903,7380
A01904,72236
A01905,2340
A01906,3717
A01907,12770
A01908,16694
A01909,17749
A01910,48866
A01911,21969
A01912,43481
A01913,11439
A01914,4903
A01915,38259
A01916,15875
A01917,54121
A01918,115385
A01919,50833
A01920,12030
A01921,55657
A01922,26019
A01923,10175
A01924,25272
A01925,19171
A01926,63592
A01927,13411
A01928,54335
A01929,11758
A01930,9548
A01931,3817
A01932,60800
A01933,8992
A01934,22594
A01935,1714
A01936,23934
A01937,7922
A01938,34415
A01939,24219
A01940,41921
A01941,58513
A01942,7945
A01943,19442
A01944,14603
A01945,13005
A01946,42530
A01947,22510
A01948,51063
A01949,5873
A01950,17953
A01951,5425
A01952,7839
A01953,29223
A01954,744
A01955,8133
A01956,49113
A01957,28840
A01958,78801
A01959,19697
A01960,2617
A01961,23342
A01962,33571
A01963,6925
A01964,29577
A01965,40021
A01966,49433
A01967,33152
A01968,42834
A01969,22120
A01970,34577
A01971,55797
A01972,19588
A01973,29023
A01974,1293
A01975,43460
A01976,7836
A01977,54265
A01978,3292
A01979,51754
A01980,13422
A01981,19537
A01982,1401
A01983,124505
A01984,36747
A01985,743
A01986,45695
A01987,21816
A01988,3983
A01989,145908
A01990,48957
A01991,34123
A01992,52166
A01993,8679
A01994,26127
A01995,23963
A01996,47541
A01997,210013
A01998,17189
A01999,12057
A02000,30611
A02001,288
A02002,11810
A02003,17380
A02004,90427
A02005,33473
