ID,Income
A01898,73354
A08830,73317
A08443,73306
A01048,73243
A07933,73207
A04423,73199
A01489,73161
A03373,73161
A01489,73161
A03373,73161
A07559,73059
A01038,73054
A08622,73048
A02713,73047
A01115,72935
A03968,72934
A00048,72868
A08513,72853
A04272,72829
A01137,72827
A00195,72756
A07829,72708
A08785,72708
A07829,72708
A08785,72708
A04404,72674
A00491,72668
A09646,72663
A06760,72554
A04035,72541
A02343,72498
A02236,72468
A02313,72463
A07405,72442
A09102,72438
A08114,72366
A00947,72237
A01904,72236
A05746,72198
A06270,72188
A08349,72149
A01398,72146
A07765,72140
A06725,72103
A01500,72078
A06572,71997
A00418,71982
A01521,71972
A08645,71953
A01404,71849
A08364,71832
A04411,71640
A03443,71623
A09812,71621
A07820,71605
A03606,71583
A06476,71564
A04151,71399
A04806,71362
A03675,71336
A07740,71326
A00701,71311
A05443,71193
A06272,71110
A05232,71085
A03978,71083
A01768,71075
A04573,71045
A06900,71010
A07738,70951
A08625,70934
A02811,70891
A08093,70833
A08022,70785
A09050,70722
A06327,70713
A03558,70689
A04607,70625
A00551,70568
A03593,70475
A07464,70466
A04156,70453
A05298,70446
A06521,70433
A06562,70432
A01205,70376
A03272,70309
A09220,70274
A01337,70273
A00261,70191
A03891,70090
A07861,70048
A08163,69865
A05347,69863
A05316,69838
A01760,69799
A09696,69725
A05588,69644
A04797,69619
A00755,69576
A06340,69463
A03735,69442
A01310,69342
A05739,69280
A05287,69275
A06520,69253
A03435,69190
A04514,69160
A08376,69133
A08438,69124
A00816,69080
A07669,69036
A02988,69032
A09918,69028
A09099,69018
A01185,68925
A03632,68793
A06238,68743
A07970,68686
A02445,68679
A06258,68677
A04160,68661
A09485,68656
A09761,68641
A08247,68636
A04854,68616
A08007,68564
A04316,68540
A01579,68521
A02949,68467
A00036,68453
A08387,68450
A08453,68412
A00368,68336
A05450,68334
A04700,68332
A06714,68298
A01240,68274
A00322,68253
A03669,68209
A02495,68187
A02516,68119
A00171,68013
A00972,67990
A03293,67921
A01778,67920
A07573,67913
A03855,67912
A07509,67871
A00407,67844
A02826,67844
A00407,67844
A02826,67844
A03586,67835
A01232,67751
A05055,67741
A05571,67676
A02553,67659
A02533,67603
A05034,67571
A05522,67568
A08179,67538
A09202,67439
A09302,67435
A07110,67402
A05195,67315
A03573,67289
A09343,67283
A02089,67249
A05482,67210
A04958,67198
A07467,67013
A05175,66964
A08596,66861
A03448,66851
A05947,66829
A00854,66828
A03676,66812
A08231,66800
A04436,66685
A04580,66682
A06165,66658
A03671,66582
A06100,66482
A05099,66470
A09741,66439
A05916,66437
A01863,66394
A08812,66367
A08612,66346
A05184,66336
A09087,66332
A09427,66312
A07203,66239
A09101,66231
A08926,66199
A04480,66193
A06315,66161
A08722,66159
A00277,66110
A04788,66079
A03537,66062
A03145,65984
A04590,65925
A02644,65891
A03084,65871
A06085,65862
A05763,65830
A00103,65758
A02188,65758
A00103,65758
A02188,65758
A03467,65732
A07549,65654
A09525,65616
A07040,65610
A08107,65584
A02879,65580
A08927,65569
A04042,65507
A04474,65506
A06567,65466
A07424,65462
A04247,65460
A02412,65457
A06628,65379
A07204,65334
A03548,65314
A03176,65294
A09796,65286
A06935,65216
A04196,65184
A06921,65134
A09900,65049
A06279,65035
A00554,65034
A02271,65028
A01765,65014
A01825,65010
A02045,64998
A07687,64937
A06654,64898
A09725,64884
A05629,64868
A04020,64782
A07695,64761
A07292,64725
A05794,64712
A08948,64691
A03590,64654
A06727,64654
A03590,64654
A06727,64654
A03646,64637
A08589,64625
A05029,64592
A05263,64557
A09563,64544
A06927,64528
A04377,64457
A07450,64390
A09282,64358
A06884,64352
A03130,64343
A04735,64310
A09575,64283
A02892,64277
A02711,64238
A08191,64171
A09145,64105
A03727,64030
A02776,63984
A01737,63910
A00930,63888
A06485,63885
A07300,63872
A08716,63797
A01866,63737
A04807,63729
A07389,63712
A07575,63655
A00982,63629
A04665,63608
A01926,63592
A08241,63528
A05933,63501
A08600,63482
A05379,63480
A06573,63467
A06830,63454
A05196,63446
A02345,63432
A05919,63401
A09339,63377
A06474,63355
A05123,63346
A05380,63327
A06629,63323
A02335,63320
A02777,63304
A07383,63277
A09073,63273
A07783,63176
A02322,63175
A06578,63166
A08213,63112
A05904,63051
A09472,63045
A08770,63005
A00144,62902
A06041,62895
A00647,62888
A09025,62883
A09839,62883
A09025,62883
A09839,62883
A04363,62878
A01179,62866
A05955,62863
A06265,62739
A06744,62721
A02936,62719
A02434,62691
A04178,62663
A02829,62587
A09354,62486
A04703,62434
A07458,62431
A00047,62417
A03856,62408
A09315,62398
A09048,62388
A09800,62374
A09286,62347
A00682,62314
A06146,62307
A03874,62304
A00895,62276
A01110,62269
A04587,62255
A01402,62250
A02026,62230
A04936,62153
A03285,62150
A09105,62149
A07787,62072
A04983,62039
A00834,61963
A08373,61936
A07703,61893
A05849,61870
A01334,61866
A03620,61810
A04544,61787
A08809,61786
A06285,61757
A06431,61729
A07121,61713
A08907,61667
A06052,61659
A04505,61613
A03311,61612
A04775,61475
A00787,61461
A08390,61442
A02009,61394
A06695,61342
A08112,61287
A08850,61275
A07923,61212
A05167,61177
A01248,61143
A03054,61118
A06883,61097
A04531,61021
A09279,61015
A00640,61003
A05144,61002
A03110,60987
A05472,60901
A09623,60868
A01932,60800
A00080,60766
A04660,60732
A02201,60700
A06798,60699
A07161,60684
A07926,60661
A08776,60658
A06614,60617
A08381,60611
A06187,60610
A03096,60586
A01308,60542
A05093,60519
A06139,60508
A00342,60502
A03132,60498
A04210,60494
A02210,60471
A05413,60452
A01313,60449
A08552,60426
A04763,60391
A06083,60387
A02564,60385
A04209,60371
A06507,60362
A05965,60338
A04947,60332
A06410,60293
A04891,60259
A03404,60257
A04468,60184
A06777,60160
A09446,60160
A06777,60160
A09446,60160
A08550,60152
A01667,60090
A08123,60086
A07828,60040
A06576,59998
A08548,59989
A07917,59984
A04848,59914
A01346,59823
A06828,59747
A02507,59736
A07584,59725
A07768,59719
A02663,59694
A04732,59684
A01550,59683
A09497,59633
A01893,59632
A06933,59600
A08902,59574
A01460,59554
A06848,59544
A08367,59544
A06848,59544
A08367,59544
A07355,59504
A01875,59500
A05091,59439
A05258,59371
A07221,59347
A03768,59337
A02059,59309
A09538,59291
A06856,59259
A06058,59249
A09730,59230
A04018,59196
A09808,59129
A03139,59123
A07086,59076
A02357,59061
A04782,59029
A03099,59027
A03439,59001
A08434,58994
A09968,58984
A09207,58971
A09807,58936
A07048,58919
A07262,58913
A04855,58876
A03188,58814
A04785,58772
A01046,58750
A05056,58689
A03318,58649
A04100,58637
A04539,58633
A06661,58622
A03412,58617
A07875,58518
A01941,58513
A00001,58494
A07606,58490
A03040,58480
A01367,58458
A08969,58428
A04019,58333
A02192,58281
A03473,58228
A01273,58225
A08145,58204
A02935,58175
A03494,58165
A08590,58164
A00395,58104
A08062,58051
A00626,58034
A06645,58022
A02494,57975
A00829,57969
A03910,57924
A00020,57921
A03346,57842
A01882,57822
A03756,57819
A01834,57817
A00109,57786
A02825,57756
A06408,57691
A04671,57606
A06148,57597
A01155,57593
A07644,57587
A07608,57561
A08358,57514
A03098,57500
A05497,57445
A04577,57443
A05277,57327
A01052,57318
A01641,57244
A07797,57218
A04895,57169
A08875,57159
A03846,57146
A06290,57132
A08707,57106
A00706,57104
A02480,57101
A02701,57093
A06122,57093
A02701,57093
A06122,57093
A08501,57083
A01117,57019
A08602,56998
A05233,56982
A09448,56979
A00343,56959
A07506,56931
A04919,56874
A09951,56870
A09755,56856
A07973,56741
A01329,56706
A00247,56645
A06514,56602
A07789,56601
A00928,56554
A01347,56511
A04564,56490
A02568,56439
A01066,56433
A08961,56360
A05262,56345
A04512,56320
A08034,56285
A00163,56284
A08507,56277
A05898,56265
A08020,56257
A01291,56255
A04632,56246
A06319,56187
A00460,56167
A03000,56113
A06427,56094
A07564,56087
A01510,56085
A08679,56085
A01510,56085
A08679,56085
A01633,56066
A00685,56062
A05405,56045
A05109,56024
A09937,55966
A02332,55965
A03206,55929
A02125,55875
A00037,55840
A05278,55833
A09065,55827
A09477,55802
A01971,55797
A04536,55745
A06156,55732
A08475,55723
A09959,55719
A05312,55690
A01921,55657
A08150,55648
A01467,55646
A09378,55623
A07756,55614
A07826,55612
A02923,55573
A04011,55523
A00621,55504
A06690,55496
A02703,55468
A09123,55452
A08912,55427
A01540,55423
A09281,55419
A04314,55342
A00878,55332
A05473,55297
A04394,55272
A09175,55272
A04394,55272
A09175,55272
A04656,55257
A00141,55250
A02543,55247
A03479,55236
A03181,55226
A04796,55206
A03798,55203
A05881,55194
A06105,55190
A06542,55158
A09265,55133
A06251,55124
A06926,55114
A02676,55062
A05678,55023
A08291,54975
A04469,54964
A08644,54958
A02054,54886
A08222,54883
A03551,54876
A09208,54876
A03551,54876
A09208,54876
A07784,54873
A02375,54837
A01287,54822
A05054,54820
A01653,54802
A07759,54781
A00101,54762
A04275,54739
A03396,54722
A00302,54701
A02856,54563
A00191,54554
A03350,54542
A06648,54542
A03350,54542
A06648,54542
A02761,54523
A00785,54519
A00970,54487
A02388,54473
A09340,54468
A08890,54421
A04759,54404
A04222,54396
A01732,54382
A01391,54377
A01928,54335
A04727,54289
A08939,54285
A09210,54283
A01977,54265
A04873,54258
A09712,54249
A05634,54235
A06210,54234
A07812,54234
A06210,54234
A07812,54234
A07998,54233
A05306,54227
A00742,54147
A01917,54121
A05981,54075
A04923,54056
A08226,54056
A04923,54056
A08226,54056
A04046,54055
A07191,54049
A09230,54044
A09443,54034
A06403,53990
A00081,53960
A08934,53959
A03457,53946
A07325,53922
A07863,53889
A00275,53884
A04308,53873
A03868,53864
A03803,53834
A03636,53796
A06997,53767
A00842,53748
A01257,53721
A08951,53583
A00433,53571
A07519,53526
A08975,53522
A06384,53520
A09594,53495
A07349,53493
A06816,53478
A05466,53395
A07394,53364
A07112,53347
A07004,53345
A09983,53291
A01888,53245
A04076,53233
A09836,53204
A09655,53184
A03103,53182
A01244,53180
A01065,53134
A06897,53124
A02129,53100
A01838,52990
A06738,52987
A07892,52986
A00792,52979
A01426,52966
A00775,52964
A04307,52923
A09985,52898
A03004,52897
A09869,52861
A07560,52860
A04556,52829
A00848,52819
A01700,52803
A00806,52786
A01203,52772
A04950,52765
A04755,52738
A07856,52734
A09865,52715
A00851,52702
A06010,52670
A09876,52667
A09806,52665
A07366,52648
A04273,52580
A08754,52563
A03753,52520
A04334,52497
A00330,52467
A07074,52445
A05681,52398
A09707,52389
A08341,52379
A06742,52377
A00778,52376
A02752,52362
A06218,52341
A04375,52333
A09029,52291
A08304,52288
A03997,52280
A09152,52259
A06712,52257
A09721,52222
A00967,52203
A08046,52185
A07233,52183
A02024,52171
A01992,52166
A04433,52161
A03859,52131
A04266,52130
A05709,52088
A02069,52082
A07678,52047
A04570,52043
A05361,52029
A04419,52025
A06535,52008
A01724,52003
A01250,52000
A03115,51999
A08394,51991
A05819,51981
A03791,51976
A00946,51960
A02108,51929
A07786,51920
A04328,51912
A00038,51885
A09168,51874
A09086,51872
A04501,51865
A00440,51843
A08978,51835
A04494,51810
A05766,51805
A09931,51802
A06620,51793
A02725,51759
A03986,51757
A01979,51754
A02506,51743
A02781,51739
A03022,51715
A09912,51682
A06860,51618
A01801,51582
A07631,51558
A08703,51523
A03104,51480
A01138,51458
A03192,51458
A01138,51458
A03192,51458
A05893,51381
A02806,51366
A06660,51334
A04403,51312
A04874,51297
A05010,51295
A00914,51268
A00625,51263
A07169,51243
A02042,51210
A05722,51207
A07921,51181
A01586,51177
A07832,51159
A01021,51143
A02032,51134
A08996,51118
A06233,51116
A05696,51113
A06323,51108
A03124,51100
A01012,51070
A03029,51064
A01948,51063
A04148,51055
A00011,51038
A03279,51014
A06228,51011
A01387,50987
A01784,50952
A02862,50930
A00104,50923
A06184,50918
A04323,50910
A08079,50897
A04384,50884
A04668,50862
A00470,50833
A01919,50833
A00470,50833
A01919,50833
A02296,50824
A02623,50797
A09085,50792
A04554,50787
A03355,50738
A02511,50728
A01181,50724
A08280,50700
A00334,50685
A05966,50673
A05679,50658
A01820,50631
A02953,50589
A03363,50580
A06064,50566
A08190,50555
A04661,50517
A09062,50471
A00201,50470
A09745,50448
A09949,50426
A03943,50424
A05046,50417
A04443,50415
A00431,50404
A05249,50367
A01570,50351
A03255,50344
A00559,50343
A02241,50337
A07140,50325
A00315,50284
A06143,50261
A05416,50243
A04849,50238
A04804,50235
A07301,50234
A03809,50229
A07567,50219
A01159,50180
A00796,50159
A03384,50157
A06056,50127
A04434,50111
A06030,50047
A05198,50042
A02556,50033
A00188,49997
A05425,49962
A06837,49962
A05425,49962
A06837,49962
A08473,49958
A06467,49947
A03532,49910
A02360,49877
A03575,49839
A00139,49833
A00815,49819
A05606,49815
A02523,49811
A08048,49808
A02006,49755
A02520,49755
A02006,49755
A02520,49755
A03775,49746
A06836,49727
A04994,49704
A07354,49690
A03738,49689
A07360,49679
A07277,49676
A01325,49669
A06026,49657
A01289,49626
A06767,49625
A04088,49617
A03670,49613
A01899,49612
A09527,49608
A09455,49594
A06902,49582
A09084,49518
A08749,49505
A06276,49503
A07858,49486
A07321,49483
A00529,49472
A08336,49434
A01966,49433
A01381,49409
A02484,49409
A01381,49409
A02484,49409
A02581,49402
A04509,49397
A01201,49373
A05490,49367
A03169,49349
A05750,49343
A09972,49335
A04657,49332
A04220,49321
A02352,49306
A04842,49273
A06722,49264
A00292,49237
A01013,49222
A03453,49222
A01013,49222
A03453,49222
A09292,49213
A03179,49200
A05394,49192
A06078,49171
A01432,49162
A09346,49162
A01432,49162
A09346,49162
A09370,49160
A09698,49148
A01227,49137
A09670,49118
A01956,49113
A07704,49065
A00642,49023
A00786,49019
A00387,49004
A09553,48993
A05866,48989
A01473,48968
A08658,48964
A09236,48962
A01763,48961
A01990,48957
A02661,48937
A06768,48903
A07653,48883
A06383,48871
A01910,48866
A01293,48814
A07596,48814
A01293,48814
A07596,48814
A06391,48813
A09213,48802
A04522,48797
A03834,48712
A03988,48676
A07195,48661
A05956,48630
A03963,48628
A07189,48614
A06595,48590
A02221,48588
A09554,48558
A05896,48554
A09842,48546
A03705,48539
A07444,48511
A00641,48507
A04882,48507
A00641,48507
A04882,48507
A00314,48491
A04225,48427
A06753,48421
A03198,48402
A01190,48396
A08469,48390
A08448,48333
A05724,48321
A03005,48311
A06924,48310
A02574,48307
A03398,48307
A02574,48307
A03398,48307
A04259,48277
A06130,48276
A00198,48226
A02435,48203
A01821,48193
A07333,48140
A06256,48136
A05523,48103
A03536,48077
A08891,48076
A01064,48053
A04226,48051
A04749,48046
A03294,48006
A04791,48000
A05779,47996
A08311,47973
A02844,47958
A00515,47955
A03247,47952
A07719,47946
A06675,47940
A02975,47894
A08882,47868
A04673,47837
A01461,47816
A02448,47814
A08739,47789
A04286,47767
A05684,47754
A08958,47736
A00623,47735
A00042,47729
A04780,47721
A05455,47689
A07044,47657
A08232,47653
A02203,47635
A01624,47615
A04179,47598
A08192,47594
A06841,47589
A01852,47579
A07769,47577
A05929,47576
A08573,47555
A08546,47553
A02423,47548
A07639,47545
A01996,47541
A01699,47533
A04473,47531
A01629,47524
A08055,47510
A00633,47489
A09409,47479
A01564,47416
A08479,47384
A02577,47383
A06277,47381
A07104,47338
A09350,47326
A05974,47292
A07032,47292
A05974,47292
A07032,47292
A00874,47286
A09114,47271
A09010,47241
A02280,47239
A04838,47233
A09685,47209
A01407,47189
A02272,47170
A03720,47150
A03150,47145
A09239,47140
A08214,47137
A07254,47130
A03312,47106
A05366,47102
A07686,47081
A03879,47079
A04768,47037
A07132,46941
A08628,46920
A05145,46881
A08990,46880
A04481,46872
A04621,46868
A03213,46844
A02246,46788
A00739,46786
A08534,46783
A03499,46780
A03229,46773
A08085,46764
A06101,46761
A08160,46730
A01078,46725
A01816,46710
A08285,46695
A05828,46686
A02733,46671
A08881,46666
A08251,46654
A00826,46632
A04449,46623
A09185,46621
A09631,46609
A00044,46607
A04092,46600
A03264,46593
A02860,46587
A01145,46585
A02646,46541
A03852,46541
A02646,46541
A03852,46541
A06615,46517
A07126,46482
A06051,46475
A09929,46472
A09195,46434
A09923,46429
A05710,46427
A07393,46373
A03223,46368
A06551,46319
A01326,46304
A09838,46293
A03961,46282
A04322,46280
A02901,46278
A04911,46278
A02901,46278
A04911,46278
A06653,46247
A03833,46207
A06774,46207
A03833,46207
A06774,46207
A09759,46205
A02816,46202
A02189,46178
A01552,46148
A02421,46102
A05812,46100
A03202,46099
A03390,46068
A07391,46061
A09566,46047
A00973,46014
A06458,45993
A06412,45960
A02591,45955
A09599,45943
A09037,45938
A09536,45932
A05243,45930
A05549,45907
A01277,45888
A09509,45886
A00789,45864
A06874,45848
A03308,45842
A03570,45830
A02312,45822
A02262,45795
A02376,45790
A09046,45787
A07227,45776
A02289,45755
A09384,45753
A01545,45747
A00372,45742
A05190,45736
A00985,45705
A07643,45697
A01986,45695
A05259,45688
A08598,45652
A01562,45649
A07677,45627
A00910,45611
A00033,45610
A06707,45610
A00033,45610
A06707,45610
A04187,45602
A07090,45586
A07473,45581
A03642,45578
A00990,45572
A00840,45562
A08271,45561
A06422,45559
A04810,45545
A07537,45536
A08218,45512
A01195,45511
A05204,45480
A08514,45464
A08701,45462
A04103,45448
A06545,45445
A05590,45429
A09591,45425
A05415,45424
A05845,45421
A02817,45403
A03906,45389
A04110,45379
A09275,45377
A09124,45371
A01742,45349
A09256,45331
A06116,45328
A09245,45313
A03560,45312
A00328,45309
A08021,45309
A00328,45309
A08021,45309
A09644,45306
A06494,45276
A03851,45274
A02909,45272
A06433,45234
A08988,45220
A07439,45198
A09218,45195
A02034,45179
A03848,45178
A07511,45171
A08567,45171
A07511,45171
A08567,45171
A07757,45170
A04318,45159
A00452,45150
A07021,45149
A07761,45106
A09151,45084
A06749,45075
A02634,45071
A03786,45057
A02626,45054
A00434,45032
A00628,44977
A01202,44975
A09238,44967
A00588,44959
A06612,44952
A04166,44942
A03951,44920
A05706,44907
A00557,44898
A08368,44880
A01382,44873
A07588,44851
A04814,44828
A06303,44825
A09686,44821
A05723,44805
A07498,44802
A07976,44800
A00129,44798
A09022,44795
A09814,44795
A09022,44795
A09814,44795
A09353,44794
A07911,44792
A07955,44771
A08838,44739
A05671,44728
A08239,44724
A01590,44719
A05324,44698
A09621,44693
A09490,44684
A08425,44674
A08757,44655
A06366,44621
A09886,44619
A09322,44609
A09473,44593
A06692,44575
A03883,44551
A09858,44549
A03333,44526
A06241,44524
A01675,44497
A00517,44492
A04612,44466
A05372,44462
A00839,44459
A02294,44457
A01736,44438
A06173,44406
A03571,44385
A05780,44378
A03503,44357
A03762,44357
A03503,44357
A03762,44357
A07443,44349
A06814,44309
A07357,44282
A01448,44275
A07294,44272
A05065,44270
A04355,44196
A08091,44186
A06364,44185
A03170,44173
A04294,44104
A09524,44085
A07793,44046
A01672,44030
A06278,44028
A05728,44014
A02840,44004
A02244,44000
A02099,43987
A05404,43974
A07817,43972
A00151,43967
A04550,43938
A07500,43933
A04134,43928
A04262,43928
A04134,43928
A04262,43928
A05552,43918
A08708,43913
A01433,43905
A07100,43901
A00280,43895
A04101,43845
A04319,43837
A08916,43820
A04835,43799
A02487,43796
A08620,43796
A02487,43796
A08620,43796
A07206,43783
A05447,43778
